"","Ticker","SEC_Company_ID"
"2519","MUR",717423
"2520","MAN",871763
"2522","DDS",28917
"2523","AEO",919012
"2531","FI",1575828
"2532","TSCO",916365
"2533","TXT",217346
"2536","LFUS",889331
"2537","OMF",1584207
"2538","MBUU",1590976
"2539","LNGG",1326428
"2543","IBP",1580905
"2546","CYH",1108109
"2547","NATI",935494
"2550","PDCO",891024
"2563","TRV",86312
"2569","DRNA",1399529
"2570","SRCI",1413507
"2573","NWHM",1574596
"2587","RLH",1052595
"2593","EEI",809933
"2594","BANR",946673
"2595","FLXN",1419600
"2597","COO",711404
"2602","FTD",1575360
"2606","VNOM",1602065
"2607","FANG",1539838
"2612","RVNC",1479290
"2615","NNUTU",792161
"2616","SC",1580608
"2617","TENX",34956
"2621","CARA",1346830
"2622","AREX",1405073
"2624","TRC",96869
"2642","NSYS",722313
"2646","COL",1137411
"2656","CELP",1587246
"2658","MTB",36270
"2666","INGR",1046257
"2668","PSTI",1158780
"2671","LLY",59478
"2673","EXR",1289490
"2682","GBNK",1324410
"2685","WU",1365135
"2690","INGN",1294133
"2709","EPM",1006655
"2715","D",715957
"2717","NSIT",932696
"2719","SMTX",1108320
"2722","WY",106535
"2725","BREW",892222
"2727","ATR",896622
"2730","DNBF",713671
"2731","HEAR",1493761
"2734","APTS",1481832
"2735","WTW",105319
"2738","NEE",753308
"2743","URG",1375205
"2745","HOPE",1128361
"2751","NNN",751364
"2752","SD",1349436
"2753","SGY",904080
"2754","DAR",916540
"2755","HBNC",706129
"2757","SXI",310354
"2759","CLNE",1368265
"2767","OESX",1409375
"2772","CF",1324404
"2773","CVX",93410
"2774","FFNW",1401564
"2776","WPZ",1483096
"2778","HDS",1573097
"2780","CNCE",1367920
"2781","DFRG",1415301
"2782","RGA",898174
"2783","ATI",1018963
"2790","UBA",1029800
"2791","GNCA",1457612
"2793","ASTE",792987
"2794","MMC",62709
"2796","BXS",701853
"2799","USB",36104
"2805","TURN",893739
"2808","TVTY",704415
"2809","BXMT",1061630
"2811","ACRX",1427925
"2812","CIM",1409493
"2813","S",101830
"2814","HAWK",1411488
"2816","KFRC",930420
"2818","KIN",1561743
"2826","CODI",1345126
"2828","UAL",100517
"2831","HGV",1674168
"2834","GPN",1123360
"2840","BKS",890491
"2845","ARMK",1584509
"2847","MTD",1037646
"2849","NG",1173420
"2851","AZZ",8947
"2852","WCC",929008
"2861","CSOD",1401680
"2865","TSN",100493
"2874","LHCG",1303313
"2877","TTEK",831641
"2881","LEA",842162
"2883","PFSI",1568669
"2885","PMT",1464423
"2887","QCRH",906465
"2889","CXO",1358071
"2893","ATGE",730464
"2898","NRZ",1556593
"2901","EGLT",1586105
"2902","SPH",1005210
"2903","CASH",907471
"2905","TPHS",724742
"2912","AMC",1411579
"2913","RGS",716643
"2914","ALCO",3545
"2916","MAA",912595
"2919","XNCR",1326732
"2929","VTL",1280776
"2933","EPAM",1352010
"2936","MARK",1368365
"2944","AHP",1574085
"2946","TLOG",1361248
"2951","TRS",842633
"2955","MBTF",1118237
"2960","DGICB",800457
"2961","VCRA",1129260
"2963","PLUG",1093691
"2970","CTT",1341141
"2971","AERI",1337553
"2973","AJG",354190
"2974","NOW",1373715
"2977","SNGX",812796
"2979","BIG",768835
"2980","HTLF",920112
"2982","GLYC",1253689
"2990","AMGN",318154
"2992","PURE",1006028
"2996","STAY",1581164
"2998","NTIC",875582
"2999","GAIA",1089872
"3010","COMM",1517228
"3011","ALLE",1579241
"3017","PSB",866368
"3024","CLPR",1649096
"3025","RELL",355948
"3026","GLPI",1575965
"3036","NWFL",1013272
"3043","MMI",1578732
"3047","FFIV",1048695
"3061","GORO",1160791
"3071","TEAR",1299139
"3072","PAY",1312073
"3073","ORBC",1361983
"3077","TTS",1552800
"3079","EL",1001250
"3081","MGNX",1125345
"3083","NROM",709005
"3084","PINC",1577916
"3085","FITB",35527
"3090","FC",886206
"3099","AAOI",1158114
"3128","AR",1433270
"3130","QTS",1577368
"3132","EGHT",1023731
"3134","JNP",821995
"3141","CETV",925645
"3143","GEVO",1392380
"3144","TEP",1569134
"3145","FATE",1434316
"3147","SELB",1453687
"3149","XLRN",1280600
"3152","OCIP",1578932
"3155","BANX",1578987
"3164","CHGG",1364954
"3179","INDB",776901
"3188","SAIC",1571123
"3198","KND",1060009
"3199","ARR",1428205
"3203","HMHC",1580156
"3204","FCBC",859070
"3209","CMC",22444
"3210","CSGS",1005757
"3216","HBIO",1123494
"3217","AMWD",794619
"3218","LGIH",1580670
"3228","FMI",1488613
"3236","CBPO",1369868
"3239","GXP",1143068
"3240","PEO",216851
"3242","ADX",2230
"3245","PNC",713676
"3248","ERA",1525221
"3250","SAFT",1172052
"3251","QTM",709283
"3254","BCRX",882796
"3258","HOLX",859737
"3261","EVHC",1578318
"3262","KS",1325281
"3264","VAC",1524358
"3266","MON",1110783
"3273","IDTI",703361
"3278","TPRE",1576018
"3279","AVX",859163
"3284","DNB",1115222
"3287","MRO",101778
"3288","RECN",1084765
"3289","CWT",1035201
"3295","EOG",821189
"3299","BGCP",1094831
"3300","POWI",833640
"3302","CORR",1347652
"3305","MBII",1441693
"3312","TNDM",1438133
"3320","MHK",851968
"3332","XGTI",1565228
"3334","OMEX",798528
"3336","FAC",1017907
"3337","WCN",1057058
"3339","COLM",1050797
"3341","AHC",1413898
"3348","MDT",64670
"3349","MTG",876437
"3350","OLBK",1253317
"3351","AGIO",1439222
"3362","SFM",1575515
"3367","TILE",715787
"3374","MLHR",66382
"3375","NTGR",1122904
"3378","AMKR",1047127
"3379","REXR",1571283
"3385","BMCH",1574815
"3386","MANH",1056696
"3395","JONE",1573166
"3400","MD",893949
"3401","CTAM",18172
"3404","UAMY",101538
"3405","DVAX",1029142
"3408","MED",910329
"3409","JMBA",1316898
"3413","GIFI",1031623
"3414","BMRC",1403475
"3428","FULT",700564
"3430","SMG",825542
"3437","UA",1336917
"3442","HTBX",1476963
"3447","SSFN",1023860
"3448","JPM",19617
"3456","TCAP",1379785
"3457","GTHP",924515
"3471","ANIP",1023024
"3472","NDLS",1275158
"3483","REFR",793524
"3488","PTCT",1070081
"3490","MCEM",67517
"3497","ETE",1276187
"3498","OPHT",1410939
"3499","TLRA",1375796
"3506","WNC",879526
"3507","EVOK",1403708
"3508","SAMG",1549966
"3544","FPRX",1175505
"3546","CTMX",1501989
"3547","LCII",763744
"3548","FBIO",1429260
"3550","GLP",1323468
"3552","PWOD",716605
"3567","KEQU",55529
"3574","BYFC",1001171
"3584","DENN",852772
"3589","APC",773910
"3591","JAG",1685715
"3592","HBHC",750577
"3595","PNW",764622
"3598","CB",896159
"3600","HSIC",1000228
"3605","FDX",1048911
"3608","ARRS",1141107
"3609","ZUMZ",1318008
"3611","ENS",1289308
"3621","BRC",746598
"3626","CATY",861842
"3628","NTRI",1096376
"3640","FTK",928054
"3644","CL",21665
"3648","PGEM",1284807
"3649","AKAM",1086222
"3656","CDW",1402057
"3662","BASI",720154
"3666","HSY",47111
"3669","KWR",81362
"3679","SSKN",1051514
"3680","CBLI",1318641
"3682","HIG",874766
"3685","ROG",84748
"3688","TMUS",1283699
"3690","IVTY",1393020
"3692","NVR",906163
"3696","TRNO",1476150
"3698","CBA",1570318
"3703","AHH",1569187
"3708","IQV",1478242
"3710","BRSS",1533526
"3720","NSTG",1401708
"3721","FE",1031296
"3722","NEM",1164727
"3724","SP",1059262
"3725","FBNK",1511198
"3727","ECOM",1169652
"3741","SIVB",719739
"3751","DFS",1393612
"3752","IKNX",1083301
"3753","RNST",715072
"3754","NBL",72207
"3756","HMNF",921183
"3759","ASH",1305014
"3768","PDEX",788920
"3770","CNS",1284812
"3772","KAMN",54381
"3780","PTLA",1269021
"3792","HASI",1561894
"3798","OCN",873860
"3800","BRN",10048
"3801","KW",1408100
"3810","EVTC",1559865
"3819","STML",1264587
"3824","LM",704051
"3832","VVUS",881524
"3846","ERIE",922621
"3848","ACER",1069308
"3865","LECO",59527
"3868","CONE",1553023
"3875","PPBI",1028918
"3876","SJI",91928
"3879","PATK",76605
"3882","SLD",1527590
"3883","DSPG",915778
"3897","UBNT",1511737
"3898","SANM",897723
"3906","ENTA",1177648
"3908","OFIX",884624
"3909","RUSHB",1012019
"3915","HIIQ",1561387
"3916","TTPH",1373707
"3925","CMRX",1117480
"3928","CRIS",1108205
"3931","OMCL",926326
"3934","ZAZA",1528393
"3937","BANC",1169770
"3939","FRAN",1399935
"3941","AMAT",6951
"3959","KMT",55242
"3984","CPT",906345
"3985","WIFI",1169988
"3988","LIVE",1045742
"3991","RMD",943819
"3999","CLX",21076
"4003","SSP",832428
"4004","HSKA",1038133
"4009","CACI",16058
"4012","AVD",5981
"4013","SBSI",705432
"4014","VFC",103379
"4016","FTI",1135152
"4019","CBI",1027884
"4020","TMHC",1562476
"4024","TPLM",1281922
"4031","UPL",1022646
"4032","GPX",70415
"4035","TCBK",356171
"4056","SHO",1295810
"4057","OMI",75252
"4058","THFF",714562
"4065","PFS",1178970
"4066","MDSO",1453814
"4068","HAS",46080
"4069","GRMS",1164552
"4071","MSCC",310568
"4075","THC",70318
"4076","RCL",884887
"4080","IPGP",1111928
"4087","WAL",1212545
"4093","CWGL",1562151
"4100","ALB",915913
"4102","WIN",1282266
"4103","FRED",724571
"4108","GIGM",1105101
"4113","SOTK",806172
"4114","CNOB",712771
"4117","PHM",822416
"4119","OI",812074
"4129","FLXS",37472
"4133","NORNQ",1422105
"4139","COF",927628
"4141","ZTS",1555280
"4144","CWST",911177
"4148","TIVO",1088825
"4162","BBOX",849547
"4163","REI",1384195
"4167","TY",99614
"4174","TEX",97216
"4184","NCLH",1513761
"4186","CORE",1318084
"4189","CAR",723612
"4194","CRI",1060822
"4196","VERU",863894
"4198","AOS",91142
"4203","CWCO",928340
"4205","SAVE",1498710
"4207","RLJ",1511337
"4208","SONC",868611
"4211","O",726728
"4218","CLW",1441236
"4233","CVBF",354647
"4240","NMFC",1496099
"4242","FLIC",740663
"4248","ZIXI",855612
"4257","CLDB",774569
"4258","GVA",861459
"4286","ATRC",1323885
"4293","AVT",8858
"4294","ETM",1067837
"4299","USAK",883945
"4306","TDC",816761
"4309","LII",1069202
"4311","KRC",1025996
"4319","AEL",1039828
"4323","MFA",1055160
"4324","SPOK",1289945
"4326","IONS",874015
"4329","BOOM",34067
"4331","ALSN",1411207
"4332","AVB",915912
"4336","COST",909832
"4338","RHP",1040829
"4344","CRY",784199
"4345","NEU",1282637
"4346","REG",910606
"4347","PRTA",1559053
"4366","NRG",1013871
"4367","VCEL",887359
"4374","KMPR",860748
"4377","IART",917520
"4379","DYNT",720875
"4390","HOV",357294
"4395","PROV",1010470
"4402","SCVL",895447
"4403","FDUS",1513363
"4404","MAIN",1396440
"4407","VIAB",1339947
"4408","HK",1282648
"4409","UNP",100885
"4412","SFE",86115
"4415","EBMT",1478454
"4417","PBF",1534504
"4422","KFY",56679
"4423","UWN",277058
"4427","HZO",1057060
"4428","TMQ",1543418
"4430","JAMN",1334586
"4432","FRGI",1534992
"4441","NKSH",796534
"4443","GRIF",1037390
"4444","MXL",1288469
"4445","PAG",1019849
"4447","STC",94344
"4450","AWR",1056903
"4454","IDRA",861838
"4456","DF",931336
"4459","HFWA",1046025
"4462","KOS",1509991
"4464","FNGN",1430592
"4468","SWN",7332
"4475","SCM",1551901
"4477","EPC",1096752
"4478","MYRG",700923
"4481","DGSE",701719
"4485","AHL",1267395
"4493","CEI",1309082
"4494","NOVT",1076930
"4499","EEQ",1173911
"4508","RH",1528849
"4516","PCYG",50471
"4531","BMY",14272
"4533","MRCC",1512931
"4548","BOH",46195
"4550","INFN",1138639
"4564","CHTR",1091667
"4568","COLL",1267565
"4569","GCI",39899
"4570","SXE",1547638
"4585","RVLT",917523
"4591","MSON",880432
"4599","GSVC",1509470
"4601","GTS",1171662
"4606","CSCO",858877
"4608","MRNA",737207
"4610","ICPT",1270073
"4612","NSH",1223786
"4616","RPAI",1222840
"4625","NAVB",810509
"4627","CRR",1009672
"4628","GWR",1012620
"4633","AIR",1750
"4648","TREC",7039
"4652","UBSH",883948
"4653","FICO",814547
"4660","CY",791915
"4672","PTEN",889900
"4673","AMBA",1280263
"4676","JCI",833444
"4682","XEC",1168054
"4691","FNCB",1035976
"4693","QLYS",1107843
"4698","ALK",766421
"4704","AMZN",1018724
"4711","MYE",69488
"4714","IPHI",1160958
"4717","SPPI",831547
"4718","CHEF",1517175
"4719","DRAD",707388
"4720","FVE",1159281
"4722","SUPN",1356576
"4723","USEG",101594
"4724","BLMN",1546417
"4730","BMRN",1048477
"4731","AXAS",867665
"4732","CDXS",1200375
"4737","WHF",1552198
"4739","ALL",899051
"4745","PLAY",1525769
"4749","ALOT",8146
"4750","MDCO",1113481
"4761","APO",1411494
"4762","WM",823768
"4782","MAC",912242
"4785","GALT",1133416
"4788","MTP",919745
"4791","STRL",874238
"4796","CFBK",1070680
"4797","IGC",1326205
"4817","IDXX",874716
"4818","SRI",1043337
"4822","USCR",1073429
"4824","RGLS",1505512
"4825","OPHC",1288855
"4831","PFMT",1550695
"4833","BRX",1581068
"4840","EVC",1109116
"4844","OGS",1587732
"4847","SCI",89089
"4851","GMED",1237831
"4868","TLGT",352998
"4873","HCLP",1549848
"4881","ACHC",1520697
"4897","SRYB",1229146
"4903","WOR",108516
"4913","IBCP",39311
"4919","USAT",896429
"4920","ADMA",1368514
"4929","TMK",320335
"4941","SRE",1032208
"4942","PM",1413329
"4943","IBKR",1381197
"4944","TREX",1069878
"4950","SCSC",918965
"4955","TLRD",884217
"4957","LYB",1489393
"4958","VLY",714310
"4965","GLPW",1136294
"4974","PCMI",937941
"4980","GBCI",868671
"4982","SALM",1050606
"4986","CWBC",1051343
"4992","IBAL",781902
"4995","ALEX",3453
"5009","TFX",96943
"5014","ODC",74046
"5024","AGYS",78749
"5025","NFLX",1065280
"5026","ATOS",1488039
"5027","NAV",808450
"5034","KALU",811596
"5043","HSC",45876
"5053","CYTK",1061983
"5054","AVEO",1325879
"5060","PFBI",887919
"5065","SNBR",827187
"5066","ORA",1296445
"5067","WLK",1262823
"5068","CONN",1223389
"5072","MNTA",1235010
"5075","GTN",43196
"5082","WAYN",1036030
"5083","ATO",731802
"5092","GEOS",1001115
"5095","TOWR",1485469
"5114","LNTH",1521036
"5116","PHH",77776
"5137","ASGN",890564
"5156","SWX",92416
"5160","XLNX",743988
"5165","FSNN",1071411
"5173","WTR",78128
"5177","ARTNA",863110
"5180","MNI",1056087
"5191","AME",1037868
"5193","LPX",60519
"5197","PKG",75677
"5206","TAST",809248
"5209","WMGI",1137861
"5220","APU",932628
"5224","EXPE",1324424
"5228","UFS",1381531
"5232","KEX",56047
"5239","TLYS",1524025
"5246","MCRI",907242
"5256","AMG",1004434
"5258","ALGT",1362468
"5259","XSPY",932372
"5269","GPT",1287701
"5270","STRS",885508
"5271","TMP",1005817
"5275","AOBC",1092796
"5278","ATRM",908598
"5279","AMRH",890821
"5282","HSON",1210708
"5284","NOVC",1025953
"5288","GV",42316
"5297","SYNA",817720
"5298","MUX",314203
"5305","CBK",883943
"5328","RRC",315852
"5331","PNK",356213
"5338","ISSC",836690
"5341","HCSG",731012
"5344","FLEX",866374
"5349","RPM",110621
"5357","AEY",874292
"5358","SJW",766829
"5361","EPD",1061219
"5363","SHLM",87565
"5372","FARM",34563
"5388","EHTH",1333493
"5392","IPG",51644
"5394","AGX",100591
"5398","GEL",1022321
"5415","HICKA",47307
"5418","FDP",1047340
"5427","GBX",923120
"5432","SLGN",849869
"5433","HURC",315374
"5437","DORM",868780
"5445","AER",1378789
"5455","DAIO",351998
"5458","TTGT",1293282
"5460","KONA",1265572
"5462","SLCA",1524741
"5464","HRL",48465
"5474","SM",893538
"5486","HRB",12659
"5500","MBFI",1139812
"5505","Y",775368
"5516","ENPH",1463101
"5519","ABR",1253986
"5523","BPOP",763901
"5528","SCOR",1158172
"5529","CLD",1441849
"5541","G",1398659
"5559","PRA",1127703
"5563","CDTI",949428
"5583","ARCI",862861
"5584","AXGN",805928
"5588","M",794367
"5591","PEBO",318300
"5603","CRAY",949158
"5604","CALL",1005699
"5612","ACFN",880984
"5613","WEC",783325
"5620","LEG",58492
"5626","WAB",943452
"5630","PRLB",1443669
"5635","COG",858470
"5639","FUN",811532
"5651","IMMY",1360214
"5653","QTMM",1403570
"5667","HBI",1359841
"5671","AMRS",1365916
"5672","SIGI",230557
"5678","JW-A",107140
"5679","CTRN",1318484
"5689","CASI",895051
"5695","CIR",1091883
"5697","FN",1408710
"5700","FBIZ",1521951
"5718","FSTR",352825
"5720","RUTH",1324272
"5721","SPN",886835
"5724","RJF",720005
"5727","PII",931015
"5729","ECA",1157806
"5731","MLNT",1461993
"5740","MTDR",1520006
"5741","CHH",1046311
"5756","IESC",1048268
"5764","PNM",1108426
"5768","DGII",854775
"5772","CDXC",1386570
"5773","COBZ",1028734
"5777","TRCB",1343034
"5792","WSM",719955
"5809","AWRE",1015739
"5810","FKWL",722572
"5812","ABM",771497
"5822","FET",1401257
"5839","BGMD",1407038
"5841","SF",720672
"5843","RDI",716634
"5855","ANDE",821026
"5858","CELG",816284
"5864","TGTX",1001316
"5870","PLAB",810136
"5871","SR",93456
"5872","AKR",899629
"5885","WYY",1034760
"5901","ADM",7084
"5906","SRLP",1525287
"5921","SPEX",12239
"5933","AB",825313
"5934","ITT",216228
"5935","FUNC",763907
"5958","MTEX",1056358
"5959","AROC",1389050
"5961","AMAG",792977
"5962","NEON",87050
"5965","JSDA",1083522
"5967","TOL",794170
"5977","SRT",1031029
"5990","WGO",107687
"5991","MCEP",1527709
"5994","BCEI",1509589
"6004","PVAC",77159
"6008","LPI",1528129
"6016","ABG",1144980
"6018","CRVL",874866
"6032","NDSN",72331
"6058","TKOI",1094084
"6066","TRIP",1526520
"6079","PLT",914025
"6088","CW",26324
"6097","MVIS",65770
"6100","ROSE",1340282
"6103","SPA",92679
"6110","MMSI",856982
"6125","KNSL",1669162
"6130","UEPS",1041514
"6131","STRA",1013934
"6135","MYL",69499
"6136","SMBC",916907
"6138","ISBC",1326807
"6141","BGG",14195
"6143","LINC",1286613
"6148","REGI",1463258
"6150","ARAY",1138723
"6156","MET",1099219
"6158","GLRE",1385613
"6160","FUL",39368
"6162","OAS",1486159
"6164","GRMN",1121788
"6173","BAH",1443646
"6178","GNE",1528356
"6179","MEIP",1262104
"6187","PAYX",723531
"6198","WTS",795403
"6202","JBHT",728535
"6204","DRSV",1106645
"6220","AES",874761
"6221","HTGC",1280784
"6226","IMGN",855654
"6228","CTGO",1502377
"6238","AGLE",1636282
"6245","CFNB",803016
"6259","SASR",824410
"6260","AMPY",1521847
"6271","DDXSQ",1036968
"6272","MBWM",1042729
"6274","GSS",903571
"6276","AIZ",1267238
"6280","EPE",1584952
"6284","BDGE",846617
"6286","HMG",311817
"6287","IDXG",1054102
"6288","PFLC",1093728
"6308","FORR",1023313
"6317","BDR",1000683
"6318","HMST",1518715
"6323","ALOG",6284
"6324","ZBRA",877212
"6332","EGOV",1065332
"6343","TBNK",1447051
"6345","BWA",908255
"6368","WTFC",1015328
"6372","CCEL",862692
"6373","ERN",1402281
"6382","OXM",75288
"6387","ICCC",811641
"6391","VIDE",758743
"6392","ADS",1101215
"6396","DEPO",1005201
"6405","MTX",891014
"6408","DXPE",1020710
"6425","SIF",90168
"6428","IMI",1311241
"6430","EVR",1360901
"6444","CYAN",768408
"6447","GPI",1031203
"6452","STXS",1289340
"6453","JBT",1433660
"6463","IDSA",4187
"6466","ADC",917251
"6476","ABC",1140859
"6479","DVCR",919956
"6481","IBKC",933141
"6483","BRKL",1049782
"6484","LB",701985
"6492","LVS",1300514
"6502","PRI",1475922
"6504","CBRL",1067294
"6510","WAGE",1158863
"6515","ASB",7789
"6517","MACE",912607
"6521","ELMD",1488917
"6524","MPLX",1552000
"6539","RGLD",85535
"6543","VOXX",807707
"6557","VMI",102729
"6563","CZR",858339
"6573","ORC",1518621
"6574","BLGO",880242
"6576","SIEN",1551693
"6579","ODP",800240
"6593","KYN",1293613
"6595","ST",1477294
"6604","AGCO",880266
"6612","AMPE",1411906
"6615","RAD",84129
"6617","ETCC",33113
"6618","LKFN",721994
"6623","GNRC",1474735
"6652","DAN",26780
"6666","HFC",48039
"6671","ASUR",884144
"6675","Z",1334814
"6693","CRWG",1328670
"6698","HNGR",722723
"6701","SRCL",861878
"6709","ECYT",1235007
"6712","CGYV",1208790
"6714","PPC",802481
"6715","NXST",1142417
"6720","PPG",79879
"6735","AMID",1513965
"6744","IMMR",1058811
"6745","ULGX",882873
"6752","RSYS",873044
"6754","DRQ",1042893
"6760","SRPT",873303
"6786","CXW",1070985
"6787","MELI",1099590
"6792","NLS",1078207
"6793","HCP",765880
"6795","EIG",1379041
"6799","RE",1095073
"6800","WNEB",1157647
"6807","SCHL",866729
"6809","SMMF",811808
"6813","CATM",1277856
"6824","UHS",352915
"6833","TGT",27419
"6844","OLP",712770
"6855","TYCB",1003986
"6863","EMAN",1046995
"6866","VRTU",1207074
"6870","IPXL",1003642
"6871","KRO",1257640
"6885","DXCM",1093557
"6891","NGL",1504461
"6893","PEB",1474098
"6897","GCFB",1048620
"6904","HWCC",1356949
"6914","APOG",6845
"6915","UNT",798949
"6927","SFST",1090009
"6932","SVU",95521
"6933","MTRN",1104657
"6935","JYHW",1308710
"6941","OLN",74303
"6954","RBC",82811
"6959","THR",1489096
"6967","MCBC",1053584
"6991","DXLG",813298
"6996","LLL",1056239
"7003","QUIK",882508
"7005","CALX",1406666
"7006","WHG",1165002
"7009","DSNY",1099369
"7018","MCHX",1224133
"7019","VVI",884219
"7024","HOFD",833795
"7033","LRCX",707549
"7044","FCF",712537
"7045","IVZ",914208
"7054","JOE",745308
"7056","STAG",1479094
"7065","TITN",1409171
"7083","BOFI",1299709
"7093","WRE",104894
"7100","COHR",21510
"7106","IIVI",820318
"7107","TYL",860731
"7111","SRDX",924717
"7131","OA",866121
"7138","KBR",1357615
"7139","SPSC",1092699
"7144","TAL",1331745
"7156","LAZ",1311370
"7163","ENDP",1100962
"7170","ZAGG",1296205
"7177","MLR",924822
"7183","AXTA",1616862
"7188","CVS",64803
"7191","ORBT",74818
"7194","CCI",1051470
"7217","CHDN",20212
"7231","VRS",1421182
"7235","ANTH",1316175
"7238","UFI",100726
"7240","JMP",1383803
"7256","SNHY",1024795
"7261","ROL",84839
"7264","EBS",1367644
"7276","CLBS",320017
"7282","ARNA",1080709
"7283","NETE",1293330
"7284","LEDS",1333822
"7290","WDR",1052100
"7304","MDRX",1124804
"7312","ATEN",1580808
"7324","HR",899749
"7338","AGII",1091748
"7339","STAR",1095651
"7359","PZZA",901491
"7360","KNX",929452
"7393","DLR",1297996
"7416","WEB",1095291
"7436","KSU",54480
"7440","AL",1487712
"7446","NLNK",1126234
"7465","RPXC",1509432
"7469","ARTX",916529
"7477","AMAR",1014763
"7487","MPB",879635
"7514","EMKR",808326
"7521","JBSS",880117
"7522","GCAP",1444363
"7544","AMNB",741516
"7555","AJRD",40888
"7558","SHLO",904979
"7564","GOOD",1234006
"7565","GLAD",1143513
"7569","AMN",1142750
"7571","AIV",922864
"7593","HPJ",1368308
"7597","BFIN",1303942
"7599","SGB",315849
"7622","ODFL",878927
"7626","WST",105770
"7629","NP",1296435
"7631","DX",826675
"7646","CMCO",1005229
"7673","LOGI",1032975
"7675","EFII",867374
"7685","MNTX",1302028
"7690","PW",78838
"7693","CTB",24491
"7702","UTX",101829
"7708","SON",91767
"7727","RVSB",1041368
"7741","WLL",1255474
"7754","TKR",98362
"7757","RDC",85408
"7770","PLSE",1625101
"7771","DRE",783280
"7773","FAF",1472787
"7782","BIOL",811240
"7784","KAI",886346
"7791","CLSN",749647
"7799","IMKTA",50493
"7802","RNET",1162112
"7809","UIS",746838
"7810","PBH",1295947
"7826","DWSN",351231
"7852","CGNH",1089029
"7882","INSM",1104506
"7883","AON",315293
"7898","VNDA",1347178
"7899","RFP",1393066
"7910","INFI",1113148
"7914","ARWR",879407
"7915","HPP",1482512
"7919","LRN",1157408
"7929","AMCX",1514991
"7932","GURE",885462
"7940","VTR",740260
"7955","LNT",352541
"7968","PMD",806517
"7974","SBRA",1492298
"7990","TGI",1021162
"7998","AFG",1042046
"8000","EEP",880285
"8001","ACGL",947484
"8004","HHC",1498828
"8026","TWX",1105705
"8027","LFGR",1365038
"8031","CSBR",771856
"8032","LBTYA",1316631
"8041","QUMU",892482
"8045","CREG",721693
"8046","WD",1497770
"8047","MSEX",66004
"8063","NVIV",1292519
"8069","CREE",895419
"8073","PACB",1299130
"8082","OGE",1021635
"8095","DRI",940944
"8106","CRGS",1063197
"8107","PZG",1342854
"8127","BBRG",1495479
"8135","PAA",1070423
"8136","UNTY",920427
"8140","UNFI",1020859
"8146","CAFD",1635581
"8154","SPI",1210618
"8161","CABO",1632127
"8163","GHC",104889
"8170","AMIN",1073146
"8171","GERN",886744
"8172","NATR",275053
"8173","IFF",51253
"8174","MG",1436126
"8177","GMO",1275229
"8183","MRCY",1049521
"8191","PODD",1145197
"8192","SCX",93676
"8195","RAIL",1320854
"8199","STND",1492915
"8208","MCF",1071993
"8223","QNBC",750558
"8228","HSTM",1095565
"8230","FIBK",860413
"8238","SVBL",1031093
"8239","VXRT",72444
"8250","BX",1393818
"8252","ESND",355999
"8255","JJSF",785956
"8256","IVAC",1001902
"8260","CHKE",844161
"8282","HIL",1287808
"8286","WDC",106040
"8310","GABC",714395
"8313","ERHE",799235
"8316","FORD",38264
"8324","NAVG",793547
"8325","LLEN",1137083
"8327","TIPT",1393726
"8328","FRAF",723646
"8335","HMNY",1040792
"8371","IBOC",315709
"8378","UBSI",729986
"8409","OMC",29989
"8411","IORG",1295560
"8414","VECO",103145
"8422","AAL",6201
"8428","PLUS",1022408
"8442","UHLN",1381871
"8464","SKX",1065837
"8489","STAA",718937
"8497","WSO",105016
"8507","ACM",868857
"8520","FCEL",886128
"8526","NFG",70145
"8541","CCBG",726601
"8555","FCSC",357097
"8561","LEN",920760
"8564","ISIG",875355
"8565","GME",1326380
"8582","SHEN",354963
"8610","KKR",1404912
"8612","BGC",886035
"8621","SIGA",1010086
"8653","BSET",10329
"8658","CBOE",1374310
"8687","ULBI",875657
"8689","UTI",1261654
"8714","CATO",18255
"8722","FTAI",1590364
"8726","CSU",1043000
"8740","ATNI",879585
"8742","ATRO",8063
"8762","CSL",790051
"8770","BWXT",1486957
"8773","UNB",706863
"8777","MOD",67347
"8779","USAP",931584
"8795","CNTY",911147
"8801","FORM",1039399
"8813","MX",1325702
"8834","RCM",1472595
"8843","MASI",937556
"8846","AFSI",1365555
"8848","SBUX",829224
"8855","FMBM",740806
"8868","CCXI",1340652
"8870","SNSS",1061027
"8872","MKL",1096343
"8886","PVH",78239
"8891","KAR",1395942
"8909","ACNB",715579
"8917","DHIL",909108
"8945","TELL",61398
"8948","LLNW",1391127
"8951","LCNB",1074902
"8969","FCX",831259
"8971","SGMS",750004
"8977","UMPQ",1077771
"8984","EIX",827052
"8987","LION",822662
"8991","EXPR",1483510
"9008","B",9984
"9017","CLDT",1476045
"9018","PRIM",1361538
"9023","CTIB",1042187
"9025","NPTN",1227025
"9026","ALIM",1267602
"9035","PLOW",1287213
"9059","CCL",815097
"9081","FFIC",923139
"9100","CCGY",1331444
"9112","XONE",1561627
"9117","PLBC",1168455
"9127","RS",861884
"9136","ALT",1326190
"9151","FBNC",811589
"9163","PGTI",1354327
"9168","REGN",872589
"9171","FTNW",1122063
"9181","BEN",38777
"9187","NKE",320187
"9220","WTBA",1166928
"9222","ACAD",1070494
"9234","TRN",99780
"9239","EZPW",876523
"9240","TTI",844965
"9242","DVN",1090012
"9251","CTO",23795
"9280","GGLR",896726
"9282","TCBI",1077428
"9287","LSBK",1341318
